"NBa7we src","d4r55","RfnDt","rsqaWe","wiI7pd","dSlJg","Hzvxle","pkWtMe","dSlJg 2","znYl0","znYl0 2"
"https://lh3.googleusercontent.com/a/ACg8ocLliDH-cNLaETs_WSmumXM0qyMS2xf7aEhiLVZiVPMsD2U83Q=w45-h45-p-rp-mo-br100","Mónica Lopez","1 opinión","Hace un año","Hoy día a las 10h00 tenia que venir al domicilio la doctora Geriatra para ver a mi papá Jorge Lopez de 83 años,son las 12h33 y no llega, ni llama😡…","","Me gusta","1","","Compartir",""
"https://lh3.googleusercontent.com/a-/ALV-UjUzq2R-3VCDIU4RZnjfoKNfDRxIYO-mSo864hg3XO_uh5Kvqufm=w45-h45-p-rp-mo-br100","Jonás Toaza","1 opinión","Hace un año","Se supone que es un centro de especialidades es decir casi un hospital, debe existir la higiene como tal. No hay limpieza de baños peor aún no tiene rollos de papel","","Me gusta","1","","Compartir",""
"https://lh3.googleusercontent.com/a-/ALV-UjXLwa_pCb5Rpwd2nn7LR5hXRpWETVsLKd8opGB0xMWGu8MR62l3=w45-h45-p-rp-mo-ba5-br100","Jaime Zambrano","Local Guide · 363 opiniones · 86 fotos","Hace un año","Los estacionamientos son suficientes pero muy estrechos y los usuarios no respetan las áreas correspondientes y se estacionan cómo deben y no hay autoridad que haga respetar,, sería conveniente que amplíen las especialidades de atención","","","","","Compartir","Me gusta"
"https://lh3.googleusercontent.com/a-/ALV-UjVzbQa9ANC9VipYB8onbCavkDDXGhEUFXoABOsuVVX_5rgU7Ck=w45-h45-p-rp-mo-ba3-br100","Marce Goyes","Local Guide · 38 opiniones · 3 fotos","Hace 7 años","Hoy día sábado 27 de mayo de 2017 asistimos con mi madre a su cita médica en medicina general. La pregunta que me hice fue este edifico es una funeraria o un dispensario. Era un edificio frío y abandonado.  Como no había nadie sólo la srta.…","","Me gusta","5","","Compartir",""
"https://lh3.googleusercontent.com/a-/ALV-UjUlNctCNLOso6bw2LHzdDrHhdQPqLtSuoCIljDdq34YEGMyOn9ecw=w45-h45-p-rp-mo-ba3-br100","Marck Andrew Mena Tito","Local Guide · 16 opiniones · 61 fotos","Hace 6 años","El Centro de especialidades Comité del Pueblo se muestra una muy cómoda infraestructura.... No tengo automóvil así que vine a pie desde la Av. ELOY ALFARO y gracias a Maps logré llegar. Fui atendido excelente y me voy contento. Eso sí todo…","","Me gusta","3","","Compartir",""
"https://lh3.googleusercontent.com/a-/ALV-UjXh62bxgqFsSSHrcVHVjBK7J3QPkU6sW1OYnJZKyK6HNHck_YcW=w45-h45-p-rp-mo-ba4-br100","Zuleima Agüero Escalona","Local Guide · 73 opiniones · 173 fotos","Hace 3 años","En Farmacia deberian agilizar la atención... Aumentar mas personal, no solo una persona. Se espera demasiado tiempo. Mas de 30 minutos. Siendo un Centro de Salud debe evitarse la conglomeración de personas.","","Me gusta","1","","Compartir",""
"https://lh3.googleusercontent.com/a-/ALV-UjUSdBc8UPN2EAP3e5QUcEzQkNJlb0f9k9pZuJsBV-RCgNgx1zfS=w45-h45-p-rp-mo-ba5-br100","Diego Aguilar","Local Guide · 102 opiniones · 666 fotos","Hace 6 años","El centro de especialidades comité del pueblo se encuentra al norte de la ciudad de Quito, cuenta con una gran infraestructura, amplias salas de espera, señalética adecuada para guiarse dentro del hospital, buena atención del personal y parqueadero para visitantes. En general buena atencion.","","Me gusta","2","","Compartir",""
"https://lh3.googleusercontent.com/a-/ALV-UjUucQd7NW-u6UUNf7yEmmioYG1ts8jbPCZvjBQzaydbPdJ56t1_=w45-h45-p-rp-mo-br100","Carlitos CH","2 opiniones","Hace un año","Nunca contestan el telefono a los afiliados me parece un maltrato de parte del centro. no vamos a ir solo por una inquietud tan lejos...","","Me gusta","3","","Compartir",""
"https://lh3.googleusercontent.com/a-/ALV-UjXIg2WseHfkfWEVOiJuMU0Vxsbqe49cYsscL8xlQZSn__CfSIlZ=w45-h45-p-rp-mo-br100","Johanna Pineda","3 opiniones","Hace 2 años","Pésima atención, nunca tienen medicina y atienden como si estuvieran de apuro cuando lo único que tienen pendiente se nota que es la conversa entre ellos.... NO COJAN CITAS AQUI, CERO RECOMENDADO","","Me gusta","5","","Compartir",""
"https://lh3.googleusercontent.com/a/ACg8ocK9pJzcAGtKni7Kx3hQTSKtYex3Q_K5MVyBAeoh6jwwCS2Uvw=w45-h45-p-rp-mo-br100","Anabel Jaramillo","4 opiniones","Hace 10 meses","No contestan el número de teléfono a los afiliados está muy lejos para ir por una inquietud me parece muy mal eso porfavor cambien eso gracias","","Me gusta","2","","Compartir",""
"https://lh3.googleusercontent.com/a-/ALV-UjVyol8Wq8bJdivKCVIyHdSu8GE2xwmp6FptO4B4TKCBQ-WlmpaR=w45-h45-p-rp-mo-ba4-br100","Xavier BP","Local Guide · 198 opiniones · 7 fotos","Hace un año","Debería haber un control de tránsito en las afueras ya que los taxistas se estacionan donde les da la gana como siempre y causan malestar en el trafico","","Me gusta","2","","Compartir",""
"https://lh3.googleusercontent.com/a-/ALV-UjWDAAewxDUc4FHiOZgDG6vieGrbT2jO-zNN6hZjmUZYXRd7cABudQ=w45-h45-p-rp-mo-br100","Pablo Regalado","2 opiniones","Hace un año","Pésimo servicio👎 no se saca uno yendo allá si nunca tienen medicinas no se para que nos descuentan cada mes . Si no hay un buen servicio…","","Me gusta","2","","Compartir",""
"https://lh3.googleusercontent.com/a-/ALV-UjV9J2pZecXte8HTSBpLodvHaOm_wiN6ZgqEfJS-OPZfU3MB-tT2dA=w45-h45-p-rp-mo-ba2-br100","Edison Gianmarco Lara Solis","Local Guide · 14 opiniones · 1 foto","Hace 2 años","La sala de espera está en el parqueadero y ahí mujeres embarazadas perdonas de la tercera edad aguantando frío deberían dar aunque sea una carpa para que no aguanten frío","","Me gusta","2","","Compartir",""
"https://lh3.googleusercontent.com/a/ACg8ocJLr9qrWcNBfaYa1eE0tp9InPXIw9rqeECAdvVYErIXrTXMmA=w45-h45-p-rp-mo-br100","Ama Lia","1 opinión","Hace 7 años","Mi hija tuvo atencion en pediatria, 8 dias debe hacerse examenes copro y de hemo, el señor de la recepcion me pidio el numero telefono y me dijo que me llamaria en 48 horas para asignarme fecha para los examenes de laboratorio 8 dias…","","Me gusta","3","","Compartir",""
"https://lh3.googleusercontent.com/a/ACg8ocJ09D04oRpwIgfvhPgWtJCCcTIXw54TXnj111oKwYrkBGdjfQ=w45-h45-p-rp-mo-br100","Dario Martinez","3 opiniones · 1 foto","Hace 7 años","Excelente trato hoy asistí por primera vez a este centro médico y la tención fue muy buena...el pediatra tuvo fucifiente tiempo para  poder explicarme la situación de mi hijo y como administrar la medicación","","Me gusta","1","","Compartir",""
"https://lh3.googleusercontent.com/a-/ALV-UjVZZCHXqSPbJ9Lb4Rm8A9Faj-jYikwxkyrK2hRQrVy_FKLaYr2G=w45-h45-p-rp-mo-ba5-br100","Joselo CrM","Local Guide · 176 opiniones · 58 fotos","Hace 8 años","El personal de enfermería de laboratorio de no tiene buena actitud con los pascientes. El lugar tiene excelente infraestructura y dotado de equipos de punta. Tiene pocos lugares de estacionamiento.","","Me gusta","1","","Compartir",""
"https://lh3.googleusercontent.com/a/ACg8ocIYFp-tHkedsnlwh7KZAb7WEq-sV1ynK3fSz5PErwWJbfj16Q=w45-h45-p-rp-mo-br100","lisis alvarado","1 opinión","Hace un año","La atención es buena, la doctora de ginecología me atendió muy bien","","","","","Compartir","Me gusta"
"https://lh3.googleusercontent.com/a-/ALV-UjX2liDB8lK4zhsZoUfkxKfT2qNi07BENE-oWaBPUmnPxyrSLKg=w45-h45-p-rp-mo-br100","Galo Olivo","3 opiniones","Hace 2 años","Pésimo nadie da una buena atencion no guían al paciente te hacen esperar y pierdes los turnos pésima atención","","Me gusta","2","","Compartir",""
"https://lh3.googleusercontent.com/a/ACg8ocJWxicNI9tOgnwd4Z-TYf2fRdJiN1rdSW_jHybySTg65FGc4g=w45-h45-p-rp-mo-br100","ghisel lozada","1 opinión","Hace 5 años","Fui de urgencia con mi hijo, el médico le diagnosticó rinitis y lo que tenía es hepatogamia. Además me dijo que no debía ir a urgencias y pedir cita.","","","","","Compartir","Me gusta"
"https://lh3.googleusercontent.com/a/ACg8ocLq87Aw4_8zefqUEHT3figpr6rVPkn0byXP93_oPqZV5nYYIQ=w45-h45-p-rp-mo-ba4-br100","maria clemencia castro","Local Guide · 72 opiniones","Hace 6 años","El servicio médico es muy bueno las instalaciones  muy buenas no tiene emergencia  y ahora no se puede pedir cita directamente  en ciertas  especialidades y el call  center  nunca te da cita en este centro","","","","","Compartir","Me gusta"
"https://lh3.googleusercontent.com/a/ACg8ocIO-5re3SWC8R1w2ogz12wN5tisb4sf0Ir_5wtisD0zmTRuwg=w45-h45-p-rp-mo-br100","Mishelle Montenegro","7 opiniones · 1 foto","Hace 8 años","Pésima atencion, es una perdida de tiempo los médicos solo pueden recetar Paracetamol y hacen el diagnostico al ojo ni un solo examen....la atención no es un favor, es un beneficio por el cual los afiliados pagamos mensualmente NO ES GRATIS","","","","","Compartir","Me gusta"
"https://lh3.googleusercontent.com/a-/ALV-UjUXumxUuRI_wd2pCCz8o7sW5N5Adw42bJtj9NowYn83E6a5H1gq=w45-h45-p-rp-mo-ba4-br100","Jess Mendoza","Local Guide · 54 opiniones · 437 fotos","Hace 3 meses","Pésimo lugar para tu vida","","","","","Compartir","Me gusta"
"https://lh3.googleusercontent.com/a-/ALV-UjVVcXCam41xsiBQUfTKOMa0e9elxoyPu5TK6WvLM5VO66_pj3nFbg=w45-h45-p-rp-mo-ba6-br100","Jorge Lara A.","Local Guide · 607 opiniones · 923 fotos","Hace un año","L atención al público tienen que mejorar, nuestros aportes sostienen este sitio, pues nos merecemos mejor atención","","Me gusta","3","","Compartir",""
"https://lh3.googleusercontent.com/a/ACg8ocKLn6UygP9QjkjF87CfLBsuDPqQfzpVsi_dtC8R8bLP0jnGDLnQ=w45-h45-p-rp-mo-br100","Dreams","10 opiniones","Hace un año","Terrible la atención.  La última rueda del coche será el afiliado y el número de teléfono nunca responden","","","","","Compartir","Me gusta"
"https://lh3.googleusercontent.com/a/ACg8ocIljAXSdPS94S6ixQVjhyPQF9lSJgXVcE5ljsuNQmIYGed98w=w45-h45-p-rp-mo-br100","ALBERT CHAVEZ","1 opinión · 1 foto","Hace un año","Se llama al teléfono que aparece en la página, pero no contestan. Mal servicio, deben suspender y no hacer perder el tiempo.","","","","","Compartir","Me gusta"
"https://lh3.googleusercontent.com/a-/ALV-UjXrz55Q3I7u0Gmi04pXzfZ8PrMN7u74xE9lf04JpZI87SoY7yE4=w45-h45-p-rp-mo-ba3-br100","Jessy Rocha","Local Guide · 33 opiniones · 10 fotos","Hace un año","La atención debería mejorar mucho, tanto en más personal capacitado y con buenas relaciones humanas.","","Me gusta","1","","Compartir",""
"https://lh3.googleusercontent.com/a-/ALV-UjWwNqZarRCsWQy7si4yEg4ttYtn8lgBNRod-DXcWTefYfZQNlE=w45-h45-p-rp-mo-ba4-br100","Marcelo Benalcázar","Local Guide · 107 opiniones · 26 fotos","Hace un año","Muy puntuales los accesos amplios una buena información la atención de primera","","Me gusta","1","","Compartir",""
"https://lh3.googleusercontent.com/a/ACg8ocLkAqpwhlsmbiHoKO78sKCOZ0g-o9XSnl_bzZMaw3U3MLPcEA=w45-h45-p-rp-mo-ba4-br100","Eduardo Arias","Local Guide · 100 opiniones · 64 fotos","Hace 5 años","Es un lugar amplio mederno muy buena atención al paciente y al publico","","Me gusta","1","","Compartir",""
"https://lh3.googleusercontent.com/a/ACg8ocK1XO2B4c2aO0uLnT4RvUSlz2YV0fN3U_Yp8hKLm1RrBh3_Cg=w45-h45-p-rp-mo-ba5-br100","Wilo Jarrín","Local Guide · 109 opiniones · 1,474 fotos","Hace 4 años","Muy limpio, baños de calidad, atención médica muy buena, personal administrativo muy amable y presto a ayudar.","","Me gusta","1","","Compartir",""
"https://lh3.googleusercontent.com/a-/ALV-UjUpPm3xaEXgX2ld-8cqQUceN63iVBW1db-lS4l1pAtsfdNwTtBcow=w45-h45-p-rp-mo-ba6-br100","Sam Zljr","Local Guide · 184 opiniones · 38 fotos","Hace 4 años","Hay varios especialista que me atendieron, médico general e internista para luego derivarme al Hospital Carlos Andrade Marín","","Me gusta","2","","Compartir",""
"https://lh3.googleusercontent.com/a-/ALV-UjU0FrBpKkSuDw6-cF36uVpo2ILWFGDc2Gv1sVvW3KquNKIHew_P=w45-h45-p-rp-mo-ba4-br100","Lennin Maldonado Fernández","Local Guide · 76 opiniones · 20 fotos","Hace 2 años","La mala atención a los asegurados es la constante de este lugar y aparte de eso no tienen medicina para entregar.","","Me gusta","2","","Compartir",""
"https://lh3.googleusercontent.com/a-/ALV-UjVQ2ZaaAAb_XA5AjeJAWYvux-f0WKnR-PrQcMaMo1OlLRyuEghHkQ=w45-h45-p-rp-mo-ba4-br100","Diego Salazar Córdova","Local Guide · 100 opiniones · 127 fotos","Hace 5 años","La atención es buena, pero el no poder pedir cita para especialidades complica la continuación de un tratamiento","","","","","Compartir","Me gusta"
"https://lh3.googleusercontent.com/a-/ALV-UjUUSfob2hLxuHLKJre85uVrOjjJSSOkEA-b9PUDGxfubOo_JWo0=w45-h45-p-rp-mo-ba4-br100","Nelson Cherrez","Local Guide · 160 opiniones · 13 fotos","Hace 5 años","Excelente dispensario para consultas No se realizan procedimientos y no tiene emergencias. Son consultorios medicos","","Me gusta","2","","Compartir",""
"https://lh3.googleusercontent.com/a-/ALV-UjUEp2TlCu5RG0b0RpMB5ufDJR_VdSzS1vN6bKWM6IIklKSoZnOh=w45-h45-p-rp-mo-ba5-br100","Xime Martínez R.","Local Guide · 372 opiniones · 155 fotos","Hace 3 años","No hay atención en especialidades 😒😒😒…","","Me gusta","1","","Compartir",""
"https://lh3.googleusercontent.com/a-/ALV-UjV07WwyR7f83C4c5C-_iH0hCgjv4oOmQSgLUNeScSLZ8UoB15osRQ=w45-h45-p-rp-mo-ba5-br100","Adrian Garcia Inmobiliaria","Local Guide · 239 opiniones · 109 fotos","Hace 2 años","Me atienden bien solo me preocupa la medicina que nunca hay","","","","","Compartir","Me gusta"
"https://lh3.googleusercontent.com/a-/ALV-UjUxVCBARG21C6S7arNHU7jjOoxV4gAoFAkrR1WYCX-b8suE05w=w45-h45-p-rp-mo-br100","Raúl Stiegwardt","11 opiniones","Hace 8 años","No sé para qué ponen el número de teléfono en la página si nadie atiende, no tienen personal o qué es lo qué pasa? O simplemente pésimo servicio del IESS, lo cual no es de extrañar!","","","","","Compartir","Me gusta"
"https://lh3.googleusercontent.com/a-/ALV-UjWF01U2_B5UfPsGGYgVj-Ib-TvnnAXHf8rGird8Vd7QbMABSoEUaA=w45-h45-p-rp-mo-ba5-br100","Jorge Villota","Local Guide · 240 opiniones · 243 fotos","Hace 7 años","+ Excelentes instalaciones
+ Facilidad de parqueo
+ Rápida atención…","","","","","Compartir","Me gusta"
"https://lh3.googleusercontent.com/a-/ALV-UjXEyJUzKtnNh0e10phHq2qa7wz8Xp-QggfC0R_ThmBf3vsvwovrHw=w45-h45-p-rp-mo-br100","Frank M","10 opiniones · 2 fotos","Hace 6 años","Lo bueno que ahí en ese lugar existe taxis para poder movilizar tanto de hida como de regreso","","Me gusta","1","","Compartir",""
"https://lh3.googleusercontent.com/a/ACg8ocK7G0kXFXRVI6EfuiPMNkYE0wNZFTl8CnrSp8aBy7mJhe8ZvQ=w45-h45-p-rp-mo-ba2-br100","Nelson Cherrez","Local Guide · 17 opiniones","Hace 6 años","Es un dispensario de consultorios médicos conseguidas citas previamente por  llamada","","Me gusta","2","","Compartir",""
"https://lh3.googleusercontent.com/a-/ALV-UjXja9BTeOZRfWzibTglj4-SiU-S-hlC26BpM2rggXw89U7XBiev=w45-h45-p-rp-mo-ba2-br100","Carolina T","Local Guide · 12 opiniones · 13 fotos","Hace 6 años","Buena atención, pero gran dificultad para llegar","","","","","Compartir","Me gusta"
"https://lh3.googleusercontent.com/a-/ALV-UjXbcAHmAAOe4Ltpv4DiK8TRA7uQLFd49j0e3NANenbl4QOavc14Sw=w45-h45-p-rp-mo-ba5-br100","Alvaro611","Local Guide · 295 opiniones · 338 fotos","Hace 7 años","Hermosa infraestructura pero con el mismo retardo de siempre y nunca contestan los teléfonos.","","Me gusta","1","","Compartir",""
"https://lh3.googleusercontent.com/a-/ALV-UjVVEFXG1DgixgrQn6YfDd1UKhU8213Uma4IJYXopdhxs75dlPg=w45-h45-p-rp-mo-ba3-br100","Ivan Bautista","Local Guide · 42 opiniones · 60 fotos","Hace 3 años","Buena atención se demoran en atender pero hay buena predisposición","","","","","Compartir","Me gusta"
